;"Code Insee";"Code postal";"Commune";"Population";"Superficie";"Densité"
77;77068;77520;"Cessoy-en-Montois";190;;
77;77069;77930;"Chailly-en-Bière";2129;;
77;77070;77120;"Chailly-en-Brie";1180;;
77;77071;77460;"Chaintreaux";783;;
77;77072;77171;"Chalautre-la-Grande";610;;
77;77073;77160;"Chalautre-la-Petite";568;;
77;77075;77144;"Chalifert  ";1161;;
77;77076;77650;"Chalmaison";768;;
77;77077;77910;"Chambry  ";841;;
77;77078;77260;"Chamigny";1250;;
77;77079;77430;"Champagne-sur-Seine";6594;;
77;77080;77560;"Champcenest";116;;
77;77081;77390;"Champdeuil";663;;
77;77082;77720;"Champeaux";804;;
77;77083;77420;"Champs-sur-Marne";24553;;
77;77084;77660;"Changis-sur-Marne";950;;
77;77085;77600;"Chanteloup-en-Brie  ";1780;;
77;77086;77720;"La Chapelle-Gauthier";1269;;
77;77087;77540;"La Chapelle-Iger";152;;
77;77088;77760;"La Chapelle-la-Reine";2798;;
77;77093;77320;"La Chapelle-Moutils";324;;
77;77089;77370;"La Chapelle-Rablais";779;;
77;77090;77160;"La Chapelle-Saint-Sulpice";171;;
77;77091;77610;"Les Chapelles-Bourbon";332;;
77;77094;77410;"Charmentray";234;;
77;77095;77410;"Charny";1150;;
77;77096;77590;"Chartrettes";2391;;
77;77097;77320;"Chartronges";270;;
77;77098;77370;"Châteaubleau";263;;
77;77099;77570;"Château-Landon";3363;;
77;77100;77820;"Le Châtelet-en-Brie";4532;;
77;77101;77126;"Châtenay-sur-Seine";950;;
77;77102;77167;"Châtenoy";134;;
77;77103;77820;"Châtillon-la-Borde";204;;
77;77104;77610;"Châtres";555;;
77;77335;77124;"Chauconin-Neufmontiers  ";1494;;
77;77106;77169;"Chauffry";850;;
77;77107;77390;"Chaumes-en-Brie";2743;;
77;77108;77500;"Chelles  ";51035;;
77;77109;77160;"Chenoise";1200;;
77;77110;77570;"Chenou";293;;
77;77111;77700;"Chessy  ";3773;;
77;77112;77760;"Chevrainvilliers";236;;
77;77113;77320;"Chevru";855;;
77;77114;77173;"Chevry-Cossigny";3525;;
77;77115;77710;"Chevry-en-Sereine";454;;
77;77116;77320;"Choisy-en-Brie";1152;;
77;77117;77730;"Citry";682;;
77;77118;77410;"Claye-Souilly";10152;;
77;77119;77370;"Clos-Fontaine";270;;
77;77120;77440;"Cocherel";484;;
77;77121;77090;"Collégien  ";3165;;
77;77122;77380;"Combs-la-Ville ";21091;;
77;77123;77290;"Compans";724;;
77;77124;77600;"Conches-sur-Gondoire  ";1716;;
77;77125;77450;"Condé-Sainte-Libiaire";1344;;
77;77126;77440;"Congis-sur-Thérouanne";1516;;
77;77127;77170;"Coubert";1275;;
77;77128;77860;"Couilly-Pont-aux-Dames";1897;;
77;77129;77840;"Coulombs-en-Valois";563;;
77;77130;77580;"Coulommes";394;;
77;77131;77120;"Coulommiers";13852;;
77;77132;77700;"Coupvray  ";2713;;
77;77133;77126;"Courcelles-en-Bassée";204;;
77;77134;77560;"Courchamp";163;;
77;77135;77540;"Courpalay";1269;;
77;77136;77390;"Courquetaine";173;;
77;77137;77560;"Courtacon";179;;
77;77138;77390;"Courtomer";554;;
77;77139;77181;"Courtry  ";6036;;
77;77140;77154;"Coutençon";229;;
77;77141;77580;"Coutevroult";536;;
77;77142;77580;"Crécy-la-Chapelle";3851;;
77;77143;77124;"Crégy-lès-Meaux  ";3677;;
77;77144;77610;"Crèvecœur-en-Brie";299;;
77;77145;77390;"Crisenoy";604;;
77;77146;77183;"Croissy-Beaubourg";2236;;
77;77147;77370;"La Croix-en-Brie";651;;
77;77148;77840;"Crouy-sur-Ourcq";1585;;
77;77149;77160;"Cucharmoy";223;;
77;77150;77165;"Cuisy";374;;
77;77151;77320;"Dagny";322;;
77;77152;77190;"Dammarie-lès-Lys  ";20659;;
77;77153;77230;"Dammartin-en-Goële";6735;;
77;77154;77163;"Dammartin-sur-Tigeaux";813;;
77;77155;77400;"Dampmart  ";2754;;
77;77156;77140;"Darvault";778;;
77;77157;77440;"Dhuisy";241;;
77;77158;77940;"Diant";189;;
77;77159;77520;"Donnemarie-Dontilly";2628;;
77;77161;77130;"Dormelles";791;;
77;77162;77510;"Doue";1028;;
77;77163;77139;"Douy-la-Ramée";234;;
77;77164;77830;"Échouboulains";516;;
77;77165;77820;"Les Écrennes";638;;
77;77166;77250;"Écuelles";2463;;
77;77167;77126;"Égligny";275;;
77;77168;77620;"Égreville";1841;;
77;77169;77184;"Émerainville";7027;;
77;77170;77250;"Épisy";491;;
77;77171;77450;"Esbly";5131;;
77;77172;77940;"Esmans";875;;
77;77173;77139;"Étrépilly";812;;
77;77174;77157;"Everly";569;;
77;77175;77166;"Évry-Grégy-sur-Yerre";2041;;
77;77176;77515;"Faremoutiers";2287;;
77;77177;77220;"Favières";941;;
77;77178;77167;"Faÿ-lès-Nemours";430;;
77;77179;77133;"Féricy";506;;
77;77180;77150;"Férolles-Attilly";1032;;
77;77181;77164;"Ferrières-en-Brie";1655;;
77;77182;77320;"La Ferté-Gaucher";4150;;
77;77183;77260;"La Ferté-sous-Jouarre";8584;;
77;77184;77940;"Flagy";534;;
77;77185;77930;"Fleury-en-Bière";546;;
77;77186;77300;"Fontainebleau";17811;;
77;77187;77480;"Fontaine-Fourches";509;;
77;77188;77590;"Fontaine-le-Port";844;;
77;77190;77370;"Fontains";247;;
77;77191;77370;"Fontenailles";887;;
77;77192;77610;"Fontenay-Trésigny";5015;;
77;77193;77165;"Forfry";183;;
77;77194;77130;"Forges";345;;
77;77195;77390;"Fouju";523;;
77;77196;77410;"Fresnes-sur-Marne";441;;
77;77197;77320;"Frétoy";113;;
77;77198;77760;"Fromont";157;;
77;77199;77470;"Fublaines  ";1011;;
77;77200;77890;"Garentreville";79;;
77;77201;77370;"Gastins";585;;
77;77202;77690;"La Genevraye";639;;
77;77203;77910;"Germigny-l'Évêque  ";1356;;
77;77204;77840;"Germigny-sous-Coulombs";166;;
77;77205;77165;"Gesvres-le-Chapitre";141;;
77;77206;77120;"Giremoutiers";106;;
77;77207;77890;"Gironville";172;;
77;77208;77114;"Gouaix";1393;;
77;77209;77400;"Gouvernes  ";1100;;
77;77210;77130;"La Grande-Paroisse";2520;;
77;77211;77720;"Grandpuits-Bailly-Carrois";979;;
77;77212;77118;"Gravon";115;;
77;77214;77410;"Gressy";813;;
77;77215;77220;"Gretz-Armainvilliers";7658;;
77;77216;77880;"Grez-sur-Loing";1277;;
77;77217;77166;"Grisy-Suisnes";1989;;
77;77218;77480;"Grisy-sur-Seine";102;;
77;77219;77580;"Guérard";1970;;
77;77220;77760;"Guercheville";233;;
77;77221;77600;"Guermantes  ";1392;;
77;77222;77390;"Guignes";2412;;
77;77223;77520;"Gurcy-le-Châtel";384;;
77;77224;77515;"Hautefeuille";207;;
77;77225;77580;"La Haute-Maison";220;;
77;77226;77850;"Héricy";2519;;
77;77227;77114;"Hermé";525;;
77;77228;77510;"Hondevilliers";215;;
77;77229;77610;"La Houssaye-en-Brie";1456;;
77;77230;77890;"Ichy";171;;
77;77231;77440;"Isles-les-Meldeuses";602;;
77;77232;77450;"Isles-lès-Villenoy  ";687;;
77;77233;77165;"Iverny";488;;
77;77234;77450;"Jablines";574;;
77;77235;77440;"Jaignes";310;;
77;77236;77480;"Jaulnes";319;;
77;77237;77600;"Jossigny  ";534;;
77;77238;77640;"Jouarre";3990;;
77;77239;77970;"Jouy-le-Châtel";1392;;
77;77240;77320;"Jouy-sur-Morin";2000;;
77;77241;77230;"Juilly";1647;;
77;77242;77650;"Jutigny";528;;
77;77243;77400;"Lagny-sur-Marne  ";19368;;
77;77244;77760;"Larchant";695;;
77;77245;77148;"Laval-en-Brie";379;;
77;77246;77171;"Léchelle";525;;
77;77247;77320;"Lescherolles";418;;
77;77248;77450;"Lesches";534;;
77;77249;77150;"Lésigny";8832;;
77;77250;77320;"Leudon-en-Brie";144;;
77;77251;77127;"Lieusaint ";10280;;
77;77252;77550;"Limoges-Fourches";297;;
77;77253;77550;"Lissy";171;;
77;77254;77220;"Liverdy-en-Brie";1031;;
77;77255;77000;"Livry-sur-Seine  ";1950;;
77;77256;77650;"Lizines";155;;
77;77257;77440;"Lizy-sur-Ourcq";3377;;
77;77258;77185;"Lognes";15204;;
77;77259;77230;"Longperrier";2071;;
77;77260;77650;"Longueville";1713;;
77;77261;77710;"Lorrez-le-Bocage-Préaux";1215;;
77;77262;77560;"Louan-Villegruis-Fontaine";421;;
77;77263;77520;"Luisetaines";208;;
77;77264;77540;"Lumigny-Nesles-Ormeaux";1319;;
77;77265;77138;"Luzancy";809;;
77;77266;77133;"Machault";634;;
77;77267;77570;"La Madeleine-sur-Loing";354;;
77;77268;77700;"Magny-le-Hongre  ";3924;;
77;77269;77950;"Maincy";1693;;
77;77270;77580;"Maisoncelles-en-Brie";683;;
77;77271;77570;"Maisoncelles-en-Gâtinais";112;;
77;77272;77370;"Maison-Rouge";693;;
77;77273;77230;"Marchémoret";332;;
77;77274;77139;"Marcilly";353;;
77;77275;77560;"Les Marêts";135;;
77;77276;77100;"Mareuil-lès-Meaux  ";1579;;
77;77277;77610;"Marles-en-Brie";1294;;
77;77278;77120;"Marolles-en-Brie";355;;
77;77279;77130;"Marolles-sur-Seine";1357;;
77;77280;77440;"Mary-sur-Marne";1160;;
77;77281;77120;"Mauperthuis";429;;
77;77282;77990;"Mauregard";237;;
77;77283;77145;"May-en-Multien";797;;
77;77284;77100;"Meaux  ";49800;;
77;77285;77350;"Le Mée-sur-Seine  ";21217;;
77;77286;77520;"Meigneux";174;;
77;77287;77320;"Meilleray";398;;
77;77288;77000;"Melun  ";38000;;
77;77289;77171;"Melz-sur-Seine";339;;
77;77290;77730;"Méry-sur-Marne";483;;
77;77291;77990;"Le Mesnil-Amelot";565;;
77;77292;77410;"Messy";1072;;
77;77293;77130;"Misy-sur-Yonne";749;;
77;77294;77290;"Mitry-Mory";16869;;
77;77295;77950;"Moisenay";1161;;
77;77296;77550;"Moissy-Cramayel ";16378;;
77;77297;77570;"Mondreville";354;;
77;77298;77520;"Mons-en-Montois";390;;
77;77299;77250;"Montarlot";227;;
77;77300;77470;"Montceaux-lès-Meaux  ";574;;
77;77301;77151;"Montceaux-lès-Provins";337;;
77;77302;77140;"Montcourt-Fromonville";2231;;
77;77303;77320;"Montdauphin";184;;
77;77304;77320;"Montenils";40;;
77;77305;77130;"Montereau-Fault-Yonne";17625;;
77;77306;77950;"Montereau-sur-le-Jard  ";567;;
